epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
65,0.9949429631233215,6.25000029685907e-05,0.03800630941987038,0.9968543648719788,0.029385270550847054
66,0.9958699941635132,3.125000148429535e-05,0.0335727334022522,0.9973335266113281,0.025921454653143883
67,0.9960574507713318,3.125000148429535e-05,0.03151049464941025,0.9972501993179321,0.024079374969005585
68,0.9959689378738403,3.125000148429535e-05,0.031191762536764145,0.9972710013389587,0.0239783376455307
69,0.9959741234779358,3.125000148429535e-05,0.030022896826267242,0.9972293376922607,0.02406052127480507
70,0.9960001707077026,3.125000148429535e-05,0.029949279502034187,0.9972710013389587,0.022863948717713356
71,0.9958804249763489,3.125000148429535e-05,0.029639584943652153,0.9972293376922607,0.02365695685148239
72,0.9961772561073303,3.125000148429535e-05,0.029076553881168365,0.9972501993179321,0.022481519728899002
73,0.9961095452308655,3.125000148429535e-05,0.028915885835886,0.9973335266113281,0.02336657978594303
74,0.9960418343544006,3.125000148429535e-05,0.029119955375790596,0.9972918629646301,0.021930750459432602
75,0.9959220886230469,3.125000148429535e-05,0.02939891628921032,0.9973126649856567,0.022086920216679573
76,0.9960574507713318,3.125000148429535e-05,0.028362205252051353,0.9972293376922607,0.021990785375237465
77,0.9959481358528137,3.125000148429535e-05,0.028645489364862442,0.9976251721382141,0.02156660705804825
78,0.9961668252944946,3.125000148429535e-05,0.028238460421562195,0.9972293376922607,0.02194707840681076
79,0.9960834980010986,3.125000148429535e-05,0.027998458594083786,0.9972293376922607,0.022992083802819252
80,0.9960001707077026,3.125000148429535e-05,0.028230639174580574,0.9973126649856567,0.021660860627889633
81,0.9959481358528137,3.125000148429535e-05,0.028596224263310432,0.9973335266113281,0.021860191598534584
82,0.9960366487503052,3.125000148429535e-05,0.02814445085823536,0.9972293376922607,0.0214349627494812
83,0.9961251616477966,3.125000148429535e-05,0.027885902673006058,0.9972710013389587,0.021517744287848473
84,0.9959897994995117,3.125000148429535e-05,0.028015242889523506,0.9975209832191467,0.02118466980755329
85,0.9960001707077026,3.125000148429535e-05,0.028132164850831032,0.9972710013389587,0.02201048843562603
86,0.995979368686676,3.125000148429535e-05,0.028218450024724007,0.9972293376922607,0.022135721519589424
87,0.9960834980010986,3.125000148429535e-05,0.02781069464981556,0.9972918629646301,0.021249806508421898
88,0.9959897994995117,3.125000148429535e-05,0.028488224372267723,0.9976251721382141,0.021118318662047386
89,0.9959481358528137,3.125000148429535e-05,0.028726011514663696,0.9972918629646301,0.022281715646386147
90,0.9962918162345886,1.5625000742147677e-05,0.025942033156752586,0.9974168539047241,0.020147675648331642
91,0.9965991377830505,1.5625000742147677e-05,0.02512943744659424,0.9973543286323547,0.019957058131694794
92,0.99652099609375,1.5625000742147677e-05,0.024702414870262146,0.9973959922790527,0.01977069117128849
93,0.996645987033844,1.5625000742147677e-05,0.024266649037599564,0.9975626468658447,0.019001970067620277
94,0.996604323387146,1.5625000742147677e-05,0.02424154430627823,0.9974793195724487,0.01886928454041481
95,0.9965887069702148,1.5625000742147677e-05,0.02430041693150997,0.9973126649856567,0.019465284422039986
96,0.9966408014297485,1.5625000742147677e-05,0.023688582703471184,0.9975626468658447,0.018780846148729324
97,0.9966408014297485,1.5625000742147677e-05,0.02361449785530567,0.9976668357849121,0.018324363976716995
98,0.9967814087867737,1.5625000742147677e-05,0.023284196853637695,0.9975001811981201,0.018481848761439323
99,0.996645987033844,1.5625000742147677e-05,0.02323264814913273,0.9976043105125427,0.018316250294446945
